,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
481,2D,,Mom,JD,"('Tim', '4H')",3,1,"['5D', 'AS']",11,6,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D')]}",9,"[('Tim', '4H'), ('Mom', '2D')]"
482,8D,,Dad,JD,"('Tim', '4H')",3,1,"['4D', '4S']",11,6,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D')]}",9,"[('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D')]"
483,5H,,Jack,JD,"('Tim', '4H')",2,0,"['3D', '3S']",11,6,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H')]}",9,"[('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H')]"
484,9S,,Kelly,JD,"('Tim', '4H')",2,0,"['7D', '2S']",11,6,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S')]}",9,"[('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S')]"
485,4S,,Dad,JD,"('Dad', '4S')",3,2,['4D'],11,7,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S')]}",9,"[('Dad', '4S')]"
486,3S,,Jack,JD,"('Dad', '4S')",2,0,['3D'],11,7,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S')]}",9,"[('Dad', '4S'), ('Jack', '3S')]"
487,2S,,Kelly,JD,"('Dad', '4S')",2,0,['7D'],11,7,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S')]}",9,"[('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S')]"
488,JH,,Tim,JD,"('Dad', '4S')",1,4,['AH'],11,7,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH')]}",9,"[('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH')]"
489,AS,,Mom,JD,"('Dad', '4S')",3,1,['5D'],11,7,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS')]}",9,"[('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS')]"
490,5D,,Mom,JD,"('Mom', '5D')",3,2,[],11,8,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS'), ('Mom', '5D')]}",9,"[('Mom', '5D')]"
491,4D,,Dad,JD,"('Mom', '5D')",3,2,[],11,8,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS'), ('Mom', '5D'), ('Dad', '4D')]}",9,"[('Mom', '5D'), ('Dad', '4D')]"
492,3D,,Jack,JD,"('Mom', '5D')",2,0,[],11,8,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D')]}",9,"[('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D')]"
493,7D,,Kelly,JD,"('Mom', '5D')",2,0,[],11,8,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D'), ('Kelly', '7D')]}",9,"[('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D'), ('Kelly', '7D')]"
494,AH,,Tim,JD,"('Mom', '5D')",1,4,[],11,8,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '8D'), ('Jack', '5H'), ('Kelly', '9S'), ('Dad', '4S'), ('Jack', '3S'), ('Kelly', '2S'), ('Tim', 'JH'), ('Mom', 'AS'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D'), ('Kelly', '7D'), ('Tim', 'AH')]}",9,"[('Mom', '5D'), ('Dad', '4D'), ('Jack', '3D'), ('Kelly', '7D'), ('Tim', 'AH')]"
495,KC,,Jack,KS,"('Jack', 'KC')",4,0,"['2S', '5H', 'QD', '8S', 'AH', '6S', 'JD', 'QC', '5S']",12,0,"{10: [('Jack', 'KC')]}",10,"[('Jack', 'KC')]"
496,8H,,Kelly,KS,"('Jack', 'KC')",3,0,"['3H', 'JS', '4S', '7S', '9H', '5D', '7H', 'QH', '2H']",12,0,"{10: [('Jack', 'KC'), ('Kelly', '8H')]}",10,"[('Jack', 'KC'), ('Kelly', '8H')]"
497,4C,,Tim,KS,"('Jack', 'KC')",1,0,"['AD', '0D', 'JH', '7C', 'AS', '9C', 'JC', '3C', '7D']",12,0,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C')]}",10,"[('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C')]"
498,2C,,Mom,KS,"('Jack', 'KC')",1,0,"['4H', '3D', 'KH', '6H', '0S', '9D', '8D', '0C', '4D']",12,0,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C')]}",10,"[('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C')]"
499,5C,,Dad,KS,"('Jack', 'KC')",3,0,"['9S', 'QS', '3S', '8C', '6C', '2D', 'KD', '6D', '0H']",12,0,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C')]}",10,"[('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C')]"
500,5S,,Jack,KS,"('Jack', '5S')",4,1,"['2S', '5H', 'QD', '8S', 'AH', '6S', 'JD', 'QC']",12,1,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S')]}",10,"[('Jack', '5S')]"
501,JS,,Kelly,KS,"('Jack', '5S')",3,0,"['3H', '4S', '7S', '9H', '5D', '7H', 'QH', '2H']",12,1,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS')]}",10,"[('Jack', '5S'), ('Kelly', 'JS')]"
502,AS,,Tim,KS,"('Jack', '5S')",1,0,"['AD', '0D', 'JH', '7C', '9C', 'JC', '3C', '7D']",12,1,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS')]}",10,"[('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS')]"
503,0S,,Mom,KS,"('Jack', '5S')",1,0,"['4H', '3D', 'KH', '6H', '9D', '8D', '0C', '4D']",12,1,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S')]}",10,"[('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S')]"
504,9S,,Dad,KS,"('Jack', '5S')",3,0,"['QS', '3S', '8C', '6C', '2D', 'KD', '6D', '0H']",12,1,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S')]}",10,"[('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S')]"
505,7D,,Tim,KS,"('Tim', '7D')",1,1,"['AD', '0D', 'JH', '7C', '9C', 'JC', '3C']",12,2,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D')]}",10,"[('Tim', '7D')]"
506,3D,,Mom,KS,"('Tim', '7D')",1,0,"['4H', 'KH', '6H', '9D', '8D', '0C', '4D']",12,2,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D')]}",10,"[('Tim', '7D'), ('Mom', '3D')]"
507,2D,,Dad,KS,"('Tim', '7D')",3,0,"['QS', '3S', '8C', '6C', 'KD', '6D', '0H']",12,2,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D')]}",10,"[('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D')]"
508,QD,,Jack,KS,"('Tim', '7D')",4,1,"['2S', '5H', '8S', 'AH', '6S', 'JD', 'QC']",12,2,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD')]}",10,"[('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD')]"
509,5D,,Kelly,KS,"('Tim', '7D')",3,0,"['3H', '4S', '7S', '9H', '7H', 'QH', '2H']",12,2,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D')]}",10,"[('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D')]"
510,QC,,Jack,KS,"('Jack', 'QC')",4,2,"['2S', '5H', '8S', 'AH', '6S', 'JD']",12,3,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC')]}",10,"[('Jack', 'QC')]"
511,2H,,Kelly,KS,"('Jack', 'QC')",3,0,"['3H', '4S', '7S', '9H', '7H', 'QH']",12,3,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H')]}",10,"[('Jack', 'QC'), ('Kelly', '2H')]"
512,7C,,Tim,KS,"('Jack', 'QC')",1,1,"['AD', '0D', 'JH', '9C', 'JC', '3C']",12,3,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C')]}",10,"[('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C')]"
513,0C,,Mom,KS,"('Jack', 'QC')",1,0,"['4H', 'KH', '6H', '9D', '8D', '4D']",12,3,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C')]}",10,"[('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C')]"
514,8C,,Dad,KS,"('Jack', 'QC')",3,0,"['QS', '3S', '6C', 'KD', '6D', '0H']",12,3,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C')]}",10,"[('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C')]"
515,JD,,Jack,KS,"('Jack', 'JD')",4,3,"['2S', '5H', '8S', 'AH', '6S']",12,4,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C'), ('Jack', 'JD')]}",10,"[('Jack', 'JD')]"
516,QH,,Kelly,KS,"('Jack', 'JD')",3,0,"['3H', '4S', '7S', '9H', '7H']",12,4,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C'), ('Jack', 'JD'), ('Kelly', 'QH')]}",10,"[('Jack', 'JD'), ('Kelly', 'QH')]"
517,AD,,Tim,KS,"('Jack', 'JD')",1,1,"['0D', 'JH', '9C', 'JC', '3C']",12,4,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C'), ('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD')]}",10,"[('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD')]"
518,9D,,Mom,KS,"('Jack', 'JD')",1,0,"['4H', 'KH', '6H', '8D', '4D']",12,4,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C'), ('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD'), ('Mom', '9D')]}",10,"[('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD'), ('Mom', '9D')]"
519,KD,,Dad,KS,"('Jack', 'JD')",3,0,"['QS', '3S', '6C', '6D', '0H']",12,4,"{10: [('Jack', 'KC'), ('Kelly', '8H'), ('Tim', '4C'), ('Mom', '2C'), ('Dad', '5C'), ('Jack', '5S'), ('Kelly', 'JS'), ('Tim', 'AS'), ('Mom', '0S'), ('Dad', '9S'), ('Tim', '7D'), ('Mom', '3D'), ('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '5D'), ('Jack', 'QC'), ('Kelly', '2H'), ('Tim', '7C'), ('Mom', '0C'), ('Dad', '8C'), ('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD'), ('Mom', '9D'), ('Dad', 'KD')]}",10,"[('Jack', 'JD'), ('Kelly', 'QH'), ('Tim', 'AD'), ('Mom', '9D'), ('Dad', 'KD')]"
