,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
440,KH,,Dad,6D,"('Dad', 'KH')",3,3,['9C'],11,6,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH')]}",8,"[('Dad', 'KH')]"
441,0H,,Jack,6D,"('Dad', 'KH')",2,0,['JH'],11,6,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H')]}",8,"[('Dad', 'KH'), ('Jack', '0H')]"
442,2S,,Kelly,6D,"('Dad', 'KH')",2,0,['3S'],11,6,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S')]}",8,"[('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S')]"
443,7S,1,Tim,6D,"('Dad', 'KH')",1,1,['KS'],11,6,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S')]}",8,"[('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S')]"
444,6H,,Mom,6D,"('Dad', 'KH')",3,2,['5H'],11,6,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H')]}",8,"[('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H')]"
445,9C,,Dad,6D,"('Dad', '9C')",3,4,[],11,7,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H'), ('Dad', '9C')]}",8,"[('Dad', '9C')]"
446,JH,,Jack,6D,"('Dad', '9C')",2,0,[],11,7,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H'), ('Dad', '9C'), ('Jack', 'JH')]}",8,"[('Dad', '9C'), ('Jack', 'JH')]"
447,3S,,Kelly,6D,"('Dad', '9C')",2,0,[],11,7,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H'), ('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S')]}",8,"[('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S')]"
448,KS,1,Tim,6D,"('Dad', '9C')",1,1,[],11,7,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H'), ('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S'), ('Tim', 'KS')]}",8,"[('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S'), ('Tim', 'KS')]"
449,5H,,Mom,6D,"('Dad', '9C')",3,2,[],11,7,"{8: [('Dad', '0C'), ('Jack', '4C'), ('Kelly', '2C'), ('Tim', '6C'), ('Mom', 'KC'), ('Mom', 'AD'), ('Dad', '9D'), ('Jack', '8D'), ('Kelly', 'QD'), ('Tim', '7D'), ('Mom', 'QS'), ('Dad', '6S'), ('Jack', '5S'), ('Kelly', '0S'), ('Tim', 'AS'), ('Tim', 'QC'), ('Mom', '8S'), ('Dad', 'AC'), ('Jack', '9H'), ('Kelly', 'JC'), ('Dad', 'KD'), ('Jack', 'JD'), ('Kelly', '2D'), ('Tim', '4S'), ('Mom', '5D'), ('Dad', '4D'), ('Jack', '8H'), ('Kelly', '8C'), ('Tim', '2H'), ('Mom', '4H'), ('Dad', 'KH'), ('Jack', '0H'), ('Kelly', '2S'), ('Tim', '7S'), ('Mom', '6H'), ('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S'), ('Tim', 'KS'), ('Mom', '5H')]}",8,"[('Dad', '9C'), ('Jack', 'JH'), ('Kelly', '3S'), ('Tim', 'KS'), ('Mom', '5H')]"
450,7C,,Mom,JD,"('Mom', '7C')",3,0,"['9C', 'KC', '5D', '8S', '6H', 'AS', '2D', '0D']",11,0,"{9: [('Mom', '7C')]}",9,"[('Mom', '7C')]"
451,0C,,Dad,JD,"('Mom', '7C')",3,0,"['4C', 'AD', '3C', '4D', '4S', '8D', '9H', '7S']",11,0,"{9: [('Mom', '7C'), ('Dad', '0C')]}",9,"[('Mom', '7C'), ('Dad', '0C')]"
452,KS,,Jack,JD,"('Mom', '7C')",2,0,"['JS', '7H', 'QD', '3D', '3S', '5H', '5S', '2H']",11,0,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS')]}",9,"[('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS')]"
453,8C,,Kelly,JD,"('Mom', '7C')",2,0,"['6S', 'KD', '7D', '2S', '6C', '3H', '9S', 'JC']",11,0,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C')]}",9,"[('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C')]"
454,QC,,Tim,JD,"('Mom', '7C')",1,0,"['QS', '6D', 'AH', 'JH', '4H', '2C', 'AC', 'QH']",11,0,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC')]}",9,"[('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC')]"
455,QH,,Tim,JD,"('Tim', 'QH')",1,1,"['QS', '6D', 'AH', 'JH', '4H', '2C', 'AC']",11,1,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH')]}",9,"[('Tim', 'QH')]"
456,6H,,Mom,JD,"('Tim', 'QH')",3,0,"['9C', 'KC', '5D', '8S', 'AS', '2D', '0D']",11,1,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H')]}",9,"[('Tim', 'QH'), ('Mom', '6H')]"
457,9H,,Dad,JD,"('Tim', 'QH')",3,0,"['4C', 'AD', '3C', '4D', '4S', '8D', '7S']",11,1,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H')]}",9,"[('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H')]"
458,7H,,Jack,JD,"('Tim', 'QH')",2,0,"['JS', 'QD', '3D', '3S', '5H', '5S', '2H']",11,1,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H')]}",9,"[('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H')]"
459,3H,,Kelly,JD,"('Tim', 'QH')",2,0,"['6S', 'KD', '7D', '2S', '6C', '9S', 'JC']",11,1,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H')]}",9,"[('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H')]"
460,AC,,Tim,JD,"('Tim', 'AC')",1,2,"['QS', '6D', 'AH', 'JH', '4H', '2C']",11,2,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC')]}",9,"[('Tim', 'AC')]"
461,9C,,Mom,JD,"('Tim', 'AC')",3,0,"['KC', '5D', '8S', 'AS', '2D', '0D']",11,2,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C')]}",9,"[('Tim', 'AC'), ('Mom', '9C')]"
462,4C,,Dad,JD,"('Tim', 'AC')",3,0,"['AD', '3C', '4D', '4S', '8D', '7S']",11,2,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C')]}",9,"[('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C')]"
463,2H,,Jack,JD,"('Tim', 'AC')",2,0,"['JS', 'QD', '3D', '3S', '5H', '5S']",11,2,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H')]}",9,"[('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H')]"
464,6C,,Kelly,JD,"('Tim', 'AC')",2,0,"['6S', 'KD', '7D', '2S', '9S', 'JC']",11,2,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C')]}",9,"[('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C')]"
465,2C,,Tim,JD,"('Tim', '2C')",1,3,"['QS', '6D', 'AH', 'JH', '4H']",11,3,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C')]}",9,"[('Tim', '2C')]"
466,KC,,Mom,JD,"('Tim', '2C')",3,0,"['5D', '8S', 'AS', '2D', '0D']",11,3,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC')]}",9,"[('Tim', '2C'), ('Mom', 'KC')]"
467,3C,,Dad,JD,"('Tim', '2C')",3,0,"['AD', '4D', '4S', '8D', '7S']",11,3,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C')]}",9,"[('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C')]"
468,5S,,Jack,JD,"('Tim', '2C')",2,0,"['JS', 'QD', '3D', '3S', '5H']",11,3,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S')]}",9,"[('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S')]"
469,JC,,Kelly,JD,"('Tim', '2C')",2,0,"['6S', 'KD', '7D', '2S', '9S']",11,3,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC')]}",9,"[('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC')]"
470,0D,,Mom,JD,"('Mom', '0D')",3,1,"['5D', '8S', 'AS', '2D']",11,4,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D')]}",9,"[('Mom', '0D')]"
471,AD,,Dad,JD,"('Mom', '0D')",3,0,"['4D', '4S', '8D', '7S']",11,4,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD')]}",9,"[('Mom', '0D'), ('Dad', 'AD')]"
472,QD,,Jack,JD,"('Mom', '0D')",2,0,"['JS', '3D', '3S', '5H']",11,4,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD')]}",9,"[('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD')]"
473,KD,,Kelly,JD,"('Mom', '0D')",2,0,"['6S', '7D', '2S', '9S']",11,4,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD')]}",9,"[('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD')]"
474,6D,,Tim,JD,"('Mom', '0D')",1,3,"['QS', 'AH', 'JH', '4H']",11,4,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D')]}",9,"[('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D')]"
475,7S,,Dad,JD,"('Dad', '7S')",3,1,"['4D', '4S', '8D']",11,5,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S')]}",9,"[('Dad', '7S')]"
476,JS,,Jack,JD,"('Dad', '7S')",2,0,"['3D', '3S', '5H']",11,5,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS')]}",9,"[('Dad', '7S'), ('Jack', 'JS')]"
477,6S,,Kelly,JD,"('Dad', '7S')",2,0,"['7D', '2S', '9S']",11,5,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S')]}",9,"[('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S')]"
478,QS,,Tim,JD,"('Dad', '7S')",1,3,"['AH', 'JH', '4H']",11,5,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS')]}",9,"[('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS')]"
479,8S,,Mom,JD,"('Dad', '7S')",3,1,"['5D', 'AS', '2D']",11,5,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S')]}",9,"[('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S')]"
480,4H,,Tim,JD,"('Tim', '4H')",1,4,"['AH', 'JH']",11,6,"{9: [('Mom', '7C'), ('Dad', '0C'), ('Jack', 'KS'), ('Kelly', '8C'), ('Tim', 'QC'), ('Tim', 'QH'), ('Mom', '6H'), ('Dad', '9H'), ('Jack', '7H'), ('Kelly', '3H'), ('Tim', 'AC'), ('Mom', '9C'), ('Dad', '4C'), ('Jack', '2H'), ('Kelly', '6C'), ('Tim', '2C'), ('Mom', 'KC'), ('Dad', '3C'), ('Jack', '5S'), ('Kelly', 'JC'), ('Mom', '0D'), ('Dad', 'AD'), ('Jack', 'QD'), ('Kelly', 'KD'), ('Tim', '6D'), ('Dad', '7S'), ('Jack', 'JS'), ('Kelly', '6S'), ('Tim', 'QS'), ('Mom', '8S'), ('Tim', '4H')]}",9,"[('Tim', '4H')]"
